1.065000000000000000e+02 1.691890571453047058e-05 1.869934223086007041e-05
1.365000000000000000e+02 1.727767807075649280e-05 1.437919002725306702e-05
1.665000000000000000e+02 -6.781166268870999329e-06 1.173743922577059155e-05
1.965000000000000000e+02 -1.004039196067035044e-05 1.085754991976865037e-05
2.265000000000000000e+02 -4.178057851440745506e-06 9.076125017098418267e-06
2.565000000000000000e+02 6.504549446960978516e-06 9.181090944050739221e-06
2.865000000000000000e+02 1.538009185355125870e-06 9.702261557675123842e-06
3.165000000000000000e+02 1.442346402311625579e-05 9.290485380097448747e-06
3.465000000000000000e+02 5.272704564129152591e-06 9.468684913915000019e-06
3.765000000000000000e+02 7.831857224576919410e-06 9.763035834427142331e-06
4.065000000000000000e+02 8.394523369093411021e-06 8.761800307569670384e-06
4.365000000000000000e+02 6.323429449135641194e-06 7.862147571917232872e-06
4.665000000000000000e+02 1.097308652549282341e-05 7.959828225278996354e-06
4.965000000000000000e+02 -1.122922132151073688e-05 6.922827113145884076e-06
5.265000000000000000e+02 3.426970925418770397e-06 6.659977615886250978e-06
5.565000000000000000e+02 1.344064564935927538e-06 6.672991747627176358e-06
5.865000000000000000e+02 -3.474573787815403509e-06 7.255303715689447385e-06
6.165000000000000000e+02 3.311824180412882651e-06 7.529775283931481827e-06
6.465000000000000000e+02 1.393234630438372354e-05 7.162008239243521256e-06
6.765000000000000000e+02 1.032210902535350057e-05 7.764717310283430636e-06
7.065000000000000000e+02 7.856706967347980679e-06 7.484367624034837777e-06
7.365000000000000000e+02 1.520858647645281791e-05 7.271437753627731462e-06
7.665000000000000000e+02 -5.448299082941237253e-06 7.071767032563376484e-06
7.965000000000000000e+02 1.342950696771446243e-06 7.432909879514875292e-06
8.265000000000000000e+02 7.871714327695747293e-06 6.824600633918114177e-06
8.565000000000000000e+02 -1.375777012609331769e-05 7.142424414908546438e-06
8.865000000000000000e+02 3.557327211867531508e-06 7.172436751976277623e-06
9.165000000000000000e+02 1.069098189319060959e-07 7.382134656703953357e-06
9.465000000000000000e+02 4.607891140951792298e-06 8.244248137246802750e-06
9.765000000000000000e+02 -1.473220059592019870e-05 8.246847373525230068e-06
1.006500000000000000e+03 1.499460340630782220e-05 8.672815083716886307e-06
1.036500000000000000e+03 1.360988456269315801e-05 8.797387904579243478e-06
1.066500000000000000e+03 1.067717936508408626e-05 9.185442906047975702e-06
1.096500000000000000e+03 -1.186770527993413174e-05 9.660132953173297492e-06
1.126500000000000000e+03 -3.763601263492281871e-06 9.302760197269449263e-06
1.156500000000000000e+03 -3.459577139893022665e-06 9.362032721376548398e-06
1.186500000000000000e+03 2.902564286551303042e-06 9.524146172541363524e-06
1.216500000000000000e+03 -9.272595922171758998e-06 1.102403520502350384e-05
1.246500000000000000e+03 2.175532578564492214e-05 1.138053834489992666e-05
1.276500000000000000e+03 -9.562097595689496001e-06 1.174042833000908986e-05
1.306500000000000000e+03 1.368529385964810211e-06 1.217297841833777177e-05
1.336500000000000000e+03 1.011545429491477565e-05 1.324510940296408236e-05
1.366500000000000000e+03 -4.543012486295231784e-06 1.252988839417002675e-05
1.396500000000000000e+03 2.783263024017635028e-06 1.376605985992952843e-05
1.426500000000000000e+03 1.371120722656526814e-05 1.541707531183682966e-05
1.456500000000000000e+03 1.885518164086020834e-05 1.644775699595183406e-05
1.486500000000000000e+03 2.685238189032998024e-05 1.825622468820540845e-05
