1.065000000000000000e+02 6.254897772002863477e-04 3.915298818129998561e-05
1.365000000000000000e+02 4.048148510850456774e-04 2.796306334904179506e-05
1.665000000000000000e+02 3.050598568340674504e-04 2.170877099942860369e-05
1.965000000000000000e+02 1.613030880238656593e-04 1.991114777354555636e-05
2.265000000000000000e+02 1.870669095256393744e-04 1.842956322022752205e-05
2.565000000000000000e+02 3.068196795541434842e-04 1.853631718111927351e-05
2.865000000000000000e+02 5.234227600723670827e-04 2.099319775745616645e-05
3.165000000000000000e+02 7.510317919564367221e-04 2.247636680884429824e-05
3.465000000000000000e+02 8.755636706031994822e-04 2.267528806648355850e-05
3.765000000000000000e+02 8.955128859623878723e-04 2.227788956920482479e-05
4.065000000000000000e+02 7.868929530537267314e-04 2.104548108494652705e-05
4.365000000000000000e+02 5.630181525762572746e-04 1.675891912206920628e-05
4.665000000000000000e+02 3.747381467403618888e-04 1.580009224327922913e-05
4.965000000000000000e+02 2.522866556818419408e-04 1.433837395423879127e-05
5.265000000000000000e+02 1.366612606346570839e-04 1.346450046944006529e-05
5.565000000000000000e+02 1.833411776726229844e-04 1.276730535516061924e-05
5.865000000000000000e+02 2.786373155216254646e-04 1.355415119697554750e-05
6.165000000000000000e+02 4.008322915827096378e-04 1.492977107047035238e-05
6.465000000000000000e+02 4.621828036456026483e-04 1.424895935008787332e-05
6.765000000000000000e+02 4.812053711523339218e-04 1.635095989165553839e-05
7.065000000000000000e+02 4.418957045501124077e-04 1.434093328205833137e-05
7.365000000000000000e+02 3.550207123563030678e-04 1.439996813555969006e-05
7.665000000000000000e+02 2.385794807065469360e-04 1.491394179451785163e-05
7.965000000000000000e+02 1.712376343573395257e-04 1.364732969835019955e-05
8.265000000000000000e+02 1.251613730525318079e-04 1.453340888068516037e-05
8.565000000000000000e+02 1.151242753332910559e-04 1.403006956226386014e-05
8.865000000000000000e+02 1.844633925536011691e-04 1.571500403478380989e-05
9.165000000000000000e+02 1.971270245443891025e-04 1.640232647655872196e-05
9.465000000000000000e+02 2.636148923041712667e-04 1.649987680060189304e-05
9.765000000000000000e+02 2.246443558287410374e-04 1.824937211750092057e-05
1.006500000000000000e+03 2.328748458148983112e-04 1.946462733828230657e-05
1.036500000000000000e+03 2.146842076369576829e-04 1.838399727865734686e-05
1.066500000000000000e+03 1.592305928106871815e-04 2.081017140290380497e-05
1.096500000000000000e+03 9.613308320260304700e-05 2.046046607816800390e-05
1.126500000000000000e+03 7.808905620400166182e-05 2.093385128492382020e-05
1.156500000000000000e+03 4.197473274955119558e-05 2.378552534655462255e-05
1.186500000000000000e+03 2.746577786656299703e-05 2.453979411553451338e-05
1.216500000000000000e+03 9.850910311843458277e-05 2.513084999348008260e-05
1.246500000000000000e+03 8.656739260816299377e-05 2.569322330421138444e-05
1.276500000000000000e+03 1.438157254149570984e-04 2.781268512843418396e-05
1.306500000000000000e+03 1.059515821001370426e-04 3.078591138851803741e-05
1.336500000000000000e+03 9.519041729773048419e-05 3.233255065720421655e-05
1.366500000000000000e+03 7.323182649294200132e-05 3.349912932535662922e-05
1.396500000000000000e+03 4.668480443177117046e-05 3.679667612831482627e-05
1.426500000000000000e+03 3.703267942185605653e-05 4.205135298050790166e-05
1.456500000000000000e+03 2.034848391782346518e-05 4.521129667159520641e-05
1.486500000000000000e+03 1.174094001772991080e-04 4.290660378893901809e-05
