1.065000000000000000e+02 8.190160235016314338e-05 1.982435901798952694e-05
1.365000000000000000e+02 5.443136675681163502e-05 1.852233160989388857e-05
1.665000000000000000e+02 2.494952947338826066e-05 1.369333529258860780e-05
1.965000000000000000e+02 1.186768374006970974e-05 1.435638950630896388e-05
2.265000000000000000e+02 2.696544612769807069e-05 1.173632814841320450e-05
2.565000000000000000e+02 1.833118805132061372e-05 1.111509889734690342e-05
2.865000000000000000e+02 6.988268581310249456e-06 1.144578297423596986e-05
3.165000000000000000e+02 -3.020993475188488131e-07 1.088889421077964979e-05
3.465000000000000000e+02 -9.645644298865629549e-06 1.012410438831999085e-05
3.765000000000000000e+02 -2.486356562373894114e-06 9.851605069717321190e-06
4.065000000000000000e+02 5.760423439751154690e-06 9.504590108506173898e-06
4.365000000000000000e+02 1.238258313632771923e-05 9.107219430143351211e-06
4.665000000000000000e+02 7.241177931796348090e-06 8.882494387306050948e-06
4.965000000000000000e+02 7.438259524021364424e-06 9.445439527169634592e-06
5.265000000000000000e+02 1.685762789344764212e-05 9.049841108117909303e-06
5.565000000000000000e+02 -5.147274757789164137e-06 8.665851844680112106e-06
5.865000000000000000e+02 1.228001687100626641e-05 8.846332285327227060e-06
6.165000000000000000e+02 -1.912354226126787569e-06 9.266071101251858669e-06
6.465000000000000000e+02 -2.375209524908855307e-06 9.515458911611534410e-06
6.765000000000000000e+02 -1.690142044204358653e-05 9.464092509417890885e-06
7.065000000000000000e+02 -3.108322395669457872e-07 9.693660561032510414e-06
7.365000000000000000e+02 1.745720172947554393e-05 9.240771786755957041e-06
7.665000000000000000e+02 1.040225908118901416e-05 8.989700183848024835e-06
7.965000000000000000e+02 1.727854670647165468e-05 9.611713898012628452e-06
8.265000000000000000e+02 1.522424276868227826e-05 9.182226719915024266e-06
8.565000000000000000e+02 2.158857701051685157e-05 8.927572251732676837e-06
8.865000000000000000e+02 -9.086220268074790226e-06 9.481148798198957810e-06
9.165000000000000000e+02 5.576016021372244772e-06 1.034398785366446205e-05
9.465000000000000000e+02 2.357666565812861145e-06 1.062592377790437321e-05
9.765000000000000000e+02 -8.207649134622290252e-06 1.086753244523956674e-05
1.006500000000000000e+03 -1.470240562747851794e-05 1.150885200985237679e-05
1.036500000000000000e+03 -1.110841449863956164e-05 1.231414474909775945e-05
1.066500000000000000e+03 3.180898627354398695e-06 1.143046083396819824e-05
1.096500000000000000e+03 -2.916969531899445116e-06 1.281377016456397551e-05
1.126500000000000000e+03 -9.502108310443594663e-07 1.328783327151940670e-05
1.156500000000000000e+03 1.035799121417988722e-05 1.311492757337511401e-05
1.186500000000000000e+03 -6.771637685894531067e-06 1.451146636188292782e-05
1.216500000000000000e+03 -1.503887537102624260e-05 1.447560225987290789e-05
1.246500000000000000e+03 -2.300434987635275555e-05 1.532152467423091569e-05
1.276500000000000000e+03 -4.249884918012029868e-06 1.599913994586886205e-05
1.306500000000000000e+03 -2.291575943290370819e-06 1.860026457587851754e-05
1.336500000000000000e+03 -1.579838723705130689e-05 1.737238312483404209e-05
1.366500000000000000e+03 -2.613421598537079744e-05 1.904702272616546490e-05
1.396500000000000000e+03 3.024770806426339731e-05 2.155732150278786316e-05
1.426500000000000000e+03 -1.499199812842024839e-05 2.159594241418454148e-05
1.456500000000000000e+03 1.634020202567385398e-06 2.198535551297014072e-05
1.486500000000000000e+03 5.452120966241631625e-05 2.582024167092812226e-05
