# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
6.350000000000000000e+01 1.778014568734895875e+03 -2.378741085737732419e+01 3.672356707196585290e+01 -7.864755621440124855e+00 -2.681316576649757533e+00 2.200081071014365897e-01 -4.808330169851869340e-01 6.001602011858213626e-01 -8.006744800683493132e-03
1.505000000000000000e+02 3.712582016292634307e+03 -4.540780885649977705e+01 -1.059991792415674894e+01 -4.052280849660294137e+01 6.514529896620537386e+00 9.836608274411346997e-01 -1.727453448369982991e-01 6.198935767870842328e-01 -6.521391544880533742e-02
2.005000000000000000e+02 5.829687013613821364e+03 -1.441383288825879561e+01 -2.946232395056150200e+00 -1.987311168963298291e+00 -6.791835576863541668e+00 6.638223461497817501e-01 1.740749151874850520e-01 3.825843515723256760e-01 -2.345116595003768067e-01
2.505000000000000000e+02 5.159757921383096800e+03 6.836658943116761122e+01 -3.077352046028237087e+00 6.686459095225197302e+01 -6.910666093445986036e+00 2.663707414476730317e+00 2.825196594716208320e-01 -6.966514277335267291e-02 -1.855138269065003398e-01
3.005000000000000000e+02 4.015068864701539042e+03 1.135571540525736651e+02 -8.124313366372961198e+00 1.180778890576716975e+02 -3.570584754126098659e+00 9.031246718492182524e+00 7.509195189924043612e-02 1.498015222042896055e-01 -2.152223403984590278e-01
3.505000000000000000e+02 2.559480794467997839e+03 8.521622026628043045e+01 6.545982173213155342e+00 7.814956301594314425e+01 4.507721970121759014e+00 1.769891304544896826e+01 6.113324510145797808e-01 4.430676215623920444e-01 7.814888723500074130e-02
4.005000000000000000e+02 1.805938104385255201e+03 8.372885234287041456e+00 2.591780581921640181e+00 1.627878624945469754e+00 1.947374717923325838e+00 2.082626165927247186e+01 -6.513919960321291891e-02 -3.459304310489133560e-01 -4.056387043548230764e-01
4.505000000000000000e+02 2.023567782073965873e+03 -6.438778847400588745e+01 -3.490295078951377139e+00 -6.165908510456468861e+01 1.251390525082669569e+00 1.653799103561540917e+01 -6.472837414979983051e-03 -5.456695897465881767e-02 3.670280571857786334e-01
5.005000000000000000e+02 2.343906246433201432e+03 -5.643108204089818258e+01 5.940407806417201897e+00 -5.112122824974800750e+01 8.872247644521339405e-01 8.469828783940412720e+00 -1.877644763471718603e-01 1.393480713036095164e-01 -3.786910686510806530e-04
5.505000000000000000e+02 2.535586578766767161e+03 1.891509471576635848e+00 6.208956080036036163e+00 4.813907394199388179e+00 -6.425582066482387944e+00 8.133483452094877109e+00 -2.195882125655573558e-01 1.092172105789070979e-01 -8.550972117537558592e-02
6.005000000000000000e+02 2.140873733155862737e+03 3.807027065076801620e+01 -1.252576662911537131e+00 2.718108385816314509e+01 -8.668159064341304232e-01 1.943231641227860962e+01 -6.899257823612132967e-02 -2.779649930944416147e-01 2.844690948150409571e-01
6.505000000000000000e+02 1.844858144962928236e+03 -7.204467684451343779e+00 -2.553608373832892742e+00 -1.443940054315573995e+01 -3.801856007996337605e-01 3.309393261650779294e+01 -1.109322435366118381e-01 -2.438565299835650790e-01 6.089016429764741029e-02
7.005000000000000000e+02 1.861860412146190129e+03 -1.021990805382976220e+02 -2.726943677094266771e+00 -9.778817095387455538e+01 -6.090615285770627496e-01 3.692408265539668122e+01 -1.324316464946365401e-01 -6.972409434648314530e-01 3.050607769884644549e-01
7.505000000000000000e+02 2.187629719359230876e+03 -1.310696335329353417e+02 -3.578396700902350958e+00 -1.323888838694483923e+02 -9.414134051302518458e-01 2.832918447005910778e+01 -8.290315399213942227e-01 5.927049756352583548e-02 2.304423211518974446e-01
8.005000000000000000e+02 2.524704769538502660e+03 -9.136900989564882991e+01 -1.939762059645281089e-01 -8.695834690519298249e+01 3.480592232422997423e+00 1.659247037582423800e+01 9.170350163801511967e-02 1.813334984963908270e-01 4.839470174955808335e-01
8.505000000000000000e+02 2.425482571436722083e+03 3.319766336080178348e+00 -4.565860509976719328e+00 2.855368921154072925e+00 4.598280922284277317e+00 1.330810431772309954e+01 -1.657717278912290426e-01 -1.807331928101554852e-02 1.367512254917169490e-01
9.005000000000000000e+02 1.907503429246639143e+03 5.687074125755745513e+01 -3.168839831387317840e+00 5.654423340664583719e+01 -2.122773391670073728e+00 2.448239126340133609e+01 1.262566999281796998e-01 5.034459348970171666e-01 6.243297721362935926e-01
9.505000000000000000e+02 1.366082325660195920e+03 3.729785483378275757e+01 1.723233327165292650e+00 4.373874372323555093e+01 -1.546284943425357605e+00 3.753032238672956566e+01 4.742557940984086784e-01 8.310255550334750829e-01 8.041334246482746417e-01
1.000500000000000000e+03 1.071990458721371624e+03 -2.245073998635491463e+01 -2.202106727883797799e+00 -2.751946896651907437e+01 2.854558422251699312e+00 4.115937136267192642e+01 6.608679994935349189e-01 1.758410553571770063e-01 -6.047634197432737446e-01
1.050500000000000000e+03 1.085749030474134543e+03 -7.243759295367839002e+01 6.885109401175201205e-01 -7.223225049263807307e+01 9.427699068825524664e-01 3.349973057615417105e+01 4.177400305528994884e-01 6.615418189362999302e-01 1.619630695857676050e+00
1.100500000000000000e+03 1.203800429797897095e+03 -7.071709197212989295e+01 3.214350933005511113e+00 -6.375290687700396575e+01 -7.251567730226149422e-01 1.974037195507582965e+01 -9.747379518720947766e-01 -1.338920337942103522e+00 1.747104483139190201e-01
1.150500000000000000e+03 1.211861298704626506e+03 -3.133522911697748370e+01 -9.805419945453143882e+00 -2.419997407896767427e+01 5.919589829203549813e-01 1.250587569840303814e+01 9.182726401441621000e-01 3.808478341380403670e-02 -3.324332067240674121e-02
1.200500000000000000e+03 1.066336775816851741e+03 7.169963115698063660e+00 -4.745844647170438524e-02 4.106996411047236784e+00 3.720324982127970248e+00 1.938704029877742840e+01 1.163758149661438646e+00 3.206996365667574289e-01 -4.345977470152025401e-01
1.250500000000000000e+03 8.547652241592405744e+02 -2.733712668691021364e+00 4.824980067405965301e+00 -2.283944525156418326e+00 5.326065290335780134e+00 2.554241720784209235e+01 1.330382890759177261e+00 -4.514391235242716793e-01 3.138737978033956932e-01
1.300500000000000000e+03 7.152737827550914744e+02 -3.003578116238421103e+01 1.442229497314367004e+00 -3.349468958714599154e+01 3.571356875169113820e-01 3.010096454933082555e+01 -1.259738031290776661e+00 1.324645609508667311e-02 3.281182891228616727e-01
1.350500000000000000e+03 7.679712611313974548e+02 -5.433464897332828514e+01 -5.045051116133866032e+00 -5.899575736990313857e+01 -2.915981130466243965e+00 2.609124591848434349e+01 5.598765050817731126e-01 -1.152254424947402489e+00 6.936761342591951651e-01
1.400500000000000000e+03 8.145331986861979203e+02 -5.317290343627792737e+01 2.381172563596983593e+00 -5.071281911108527396e+01 1.192377962955089243e+00 1.643445608940341884e+01 1.964347186372209786e-01 5.038802958623541002e-03 -2.392803372921235849e-01
1.450500000000000000e+03 7.909241527301597898e+02 -2.612938815051873576e+01 -1.343153561572448362e+00 -2.200173930798622379e+01 -2.695725204790276219e+00 1.071785182738710951e+01 -2.230875353939234251e-01 7.221971026046479780e-01 1.222035246533954789e+00
1.500500000000000000e+03 6.874586211901411161e+02 -5.346803895776574223e+00 4.160429789844498072e-01 -3.458690101906882752e-01 1.413284210896113890e+00 1.202407972950325643e+01 -1.223485235997359838e-01 -7.336301285131058281e-01 -1.184658477271761656e-01
1.550500000000000000e+03 5.334825465003606269e+02 9.908672896488177173e+00 -2.145527523728500086e+00 1.036581733941216754e+01 5.134944628099655795e+00 1.649834713487571847e+01 3.308227765795647701e-01 -7.017902330042352643e-01 -6.519105436997453262e-01
1.600500000000000000e+03 4.241212436773699324e+02 -1.289988782939346557e+01 5.515382405902607310e+00 -1.190955168403267805e+01 7.564278131682904416e-01 2.248479291512166967e+01 -7.503211689470488110e-01 3.387841986437274966e-01 2.647933642597399828e-01
1.650500000000000000e+03 3.904475411721131763e+02 -2.371487204593177367e+01 1.228125749445706072e+00 -2.428281793446030790e+01 2.723178115428387169e+00 1.951920985048063883e+01 2.698720825315414018e+00 5.666291433143847561e-02 1.480302045434059410e+00
1.700500000000000000e+03 4.006949713064861953e+02 -3.020334963823421504e+01 -1.083957330045567602e+00 -2.783647000924178272e+01 -1.372752316301502906e-01 1.440586214671746212e+01 -8.988660021347159024e-01 1.211759812697102534e+00 -1.305304224288085679e+00
1.750500000000000000e+03 4.003179045287085387e+02 -1.498533826399219748e+01 -2.063429253253127538e+00 -2.238158651103440278e+01 1.780102877816480689e-01 8.325468796206655142e+00 -1.233582427122560388e+00 -5.336627676135331511e-01 8.779055678019324904e-02
1.800500000000000000e+03 3.749349125663154609e+02 -1.172459507070567675e+01 4.710604469782769144e+00 -5.022241705997940286e+00 -7.215073890152953195e-01 7.928699084831094979e+00 -1.117024724501782140e+00 -6.908728212273328451e-01 4.154509854093728083e-01
1.850500000000000000e+03 3.137747988338876439e+02 2.907880239025867564e+00 -1.492480411200459434e-01 -8.706345189647572980e+00 -1.743327980174612934e-01 9.131857653254781937e+00 -8.714722527524196849e-01 -1.498737550738393987e+00 7.857207529700459547e-01
1.900500000000000000e+03 2.618064477017512104e+02 -1.065267240275365701e+01 -1.955060078412218294e+00 -6.022139738437995327e+00 -1.266886305401474067e+00 8.647045067407573171e+00 4.862182860510133597e-01 7.633250171123292516e-01 -8.931220621502901080e-01
1.950500000000000000e+03 2.361802635620783519e+02 -1.756306510621751471e+01 -2.439844688530464989e+00 -1.588426755573002858e+01 -2.969342879201643637e+00 1.145859323922001316e+01 -3.487486218259484350e+00 -2.324198444315693113e+00 1.026701282225882750e+00
2.000500000000000000e+03 2.474800672232004217e+02 -1.804329208965091880e+01 -2.824066629442562704e+00 -1.926268707859977170e+01 1.663506713711593532e+00 7.911004615943007856e+00 -2.064510336597649154e-01 6.119657433568215232e-01 3.856177356871079542e+00
2.075500000000000000e+03 2.305353107786086184e+02 -9.553446986763470150e+00 -1.254191732895715505e+00 -1.226476687431866175e+01 -2.496188175962414223e-03 6.336235052004870916e+00 -1.698481278917988654e-02 -2.143295671053669249e+00 -1.076178428313672164e+00
2.175500000000000000e+03 1.709124083374888130e+02 -1.274503562835074488e+00 -5.187227370837010909e-01 -3.924514863500407014e+00 1.204200841580735232e-01 5.502067412417058101e+00 3.363922772618753942e+00 9.019191140112994276e-01 3.005700218377729271e+00
2.275500000000000000e+03 1.325554824087065242e+02 -4.012816215471801229e+00 -1.030050901081967618e+00 -7.597284794887706028e+00 5.250280328229939286e-02 5.846924510831343902e+00 2.375249825956225747e-01 -2.102302130887497178e+00 -1.177777796732400351e+00
