# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
6.350000000000000000e+01 1.045147697635901977e+03 3.014986356434680914e+01 2.461397038722672903e+01 3.014986356434680914e+01 2.461397038722672903e+01 9.715013753111071404e-01 1.879453458938186383e+00 1.879453458938186383e+00 3.445863910074478564e+00
1.505000000000000000e+02 5.034158129800797724e+03 -2.401985886179568297e+01 2.856782508773011386e+01 -2.401985886179568297e+01 2.856782508773011386e+01 -9.183187948373136011e-01 -4.025132816453119156e-01 -4.025132816453119156e-01 -1.851827941904957919e+00
2.005000000000000000e+02 4.905313807614306825e+03 -5.097165572928203936e+00 -2.618654800531390237e+01 -5.097165572928203936e+00 -2.618654800531390237e+01 -1.337338661466206703e-02 1.763347886219447935e-01 1.763347886219447935e-01 9.086467120324339675e-01
2.505000000000000000e+02 6.150686401041823956e+03 6.040781858662901982e+01 5.545368229280178696e-02 6.040781858662901982e+01 5.545368229280178696e-02 1.521047458541621156e+00 -3.902621986153822498e-01 -3.902621986153822498e-01 1.163507362384797350e+00
3.005000000000000000e+02 3.903787514929180816e+03 1.164715315782615477e+02 -5.529261595938242735e+00 1.164715315782615477e+02 -5.529261595938242735e+00 9.861979505444898209e+00 -4.630424564055037329e-01 -4.630424564055037329e-01 -4.588098156427531937e-01
3.505000000000000000e+02 2.556242582965189740e+03 9.674198933225628139e+01 -4.723317207425386854e+00 9.674198933225628139e+01 -4.723317207425386854e+00 1.763751501099921271e+01 4.378408067552111982e-01 4.378408067552111982e-01 -4.730171763292411735e-01
4.005000000000000000e+02 1.763956700213496333e+03 6.605955526828056534e+00 2.434155860713247854e+00 6.605955526828056534e+00 2.434155860713247854e+00 2.095231637320803841e+01 -1.450407305788089518e-01 -1.450407305788089518e-01 -9.003557919388786857e-02
4.505000000000000000e+02 1.873485005481099734e+03 -6.783672258600002181e+01 -2.516243717443816141e+00 -6.783672258600002181e+01 -2.516243717443816141e+00 1.739585238754816032e+01 -1.308760079597326986e-01 -1.308760079597326986e-01 2.381286871092483937e-01
5.005000000000000000e+02 2.353994112148314798e+03 -5.885000708875305264e+01 -2.020940095646132306e+00 -5.885000708875305264e+01 -2.020940095646132306e+00 8.049113669483011435e+00 1.160205590344481619e-01 1.160205590344481619e-01 5.826269656906343242e-01
5.505000000000000000e+02 2.674273877069741957e+03 4.336266681888743868e+00 8.941409404771963887e-01 4.336266681888743868e+00 8.941409404771963887e-01 8.478279635932461034e+00 2.537047706779576028e-01 2.537047706779576028e-01 -2.071067641810179494e-01
6.005000000000000000e+02 2.166900038539657999e+03 2.330308206481082678e+01 1.638367571667271871e+00 2.330308206481082678e+01 1.638367571667271871e+00 2.015418289972703292e+01 -6.655850226981221418e-01 -6.655850226981221418e-01 -8.487470715267646237e-02
6.505000000000000000e+02 1.761529707781616480e+03 -1.792018362092155570e+01 5.770565527112556659e-01 -1.792018362092155570e+01 5.770565527112556659e-01 3.200641246770140214e+01 5.739016623461394850e-01 5.739016623461394850e-01 -4.933400843349791676e-01
7.005000000000000000e+02 1.871473747935611755e+03 -9.464188581117582544e+01 -1.389058128230799882e+00 -9.464188581117582544e+01 -1.389058128230799882e+00 3.619685880877383255e+01 4.706727674814542572e-01 4.706727674814542572e-01 5.601054163692334997e-01
7.505000000000000000e+02 2.139667072279478361e+03 -1.340809786242951986e+02 -5.023194978850833436e+00 -1.340809786242951986e+02 -5.023194978850833436e+00 2.791566696612980536e+01 -3.566384871742305784e-01 -3.566384871742305784e-01 -6.437851564767494983e-01
8.005000000000000000e+02 2.571750341778944858e+03 -9.585886258461778198e+01 -3.606607158788635914e+00 -9.585886258461778198e+01 -3.606607158788635914e+00 1.529436000681233132e+01 -1.339493390494819747e-01 -1.339493390494819747e-01 1.251605619123627722e-01
