# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
6.350000000000000000e+01 1.366038313299805623e+03 -2.631220614948965308e-01 -7.762305592786583475e+01 -2.508767030186218960e+01 3.745418818146060591e+00 2.408459722549204096e-01 5.889308834677661197e-01 2.381429811041441358e+00 1.234816730124616457e+00
1.505000000000000000e+02 3.667437686811261301e+03 -5.345671301663514186e+01 2.588152842200426917e+01 -4.921271181772349479e+01 -8.582703988748871637e+00 1.099970265251139390e+00 -1.734866886561895749e-01 -4.454840848390347746e-02 6.277241588165481945e-01
2.005000000000000000e+02 5.788900793149739002e+03 1.325406362122721937e+01 -1.681311039845097355e+01 -2.292413739368343784e+01 1.249147094578798090e+01 7.964302525885664785e-01 -9.781042805480134883e-02 2.864288904729229701e-01 7.221886403754608219e-01
2.505000000000000000e+02 5.501368161649367721e+03 7.184092329743684502e+01 -7.999078040284302027e+00 5.981668748499081545e+01 6.389524602446378765e+00 3.076608007791120425e+00 2.839655082714296827e-02 -1.808752892962461611e-01 2.132260275104526370e-01
3.005000000000000000e+02 3.909962376347908958e+03 1.152359562342939654e+02 -2.574896268458345627e+00 1.174606578657665779e+02 -1.069745400996291229e+00 9.571533830067279425e+00 -1.412872965691129024e-01 -4.505229605599829316e-03 1.126757857521199085e-01
3.505000000000000000e+02 2.601009633086011945e+03 8.932430534266354982e+01 -2.994332428865023932e+00 9.764223745271463883e+01 -1.297219296300641922e+00 1.780769295817788489e+01 3.936315880938923706e-01 -2.637898177581669557e-01 4.683296848106326821e-02
4.005000000000000000e+02 1.782747103436164252e+03 -5.091261466045465811e-01 1.479824409747060976e+00 4.555356783011517585e+00 1.779969468584687631e+00 2.107757107267197938e+01 -4.697965007968187279e-01 -2.210974004770338910e-02 1.561493012050611529e-01
4.505000000000000000e+02 1.967327060731940719e+03 -6.319166127705420166e+01 2.898857613314341219e-01 -6.533914495755273322e+01 9.654130435686822040e-03 1.769269059426718016e+01 -1.977354632766403497e-01 -4.956698488134818059e-01 3.961478072470388523e-01
5.005000000000000000e+02 2.362697417584147388e+03 -5.447726300498138841e+01 -9.005725799680631694e-01 -6.040165281523440655e+01 -3.402715130411687827e+00 8.388100902867597242e+00 -2.769673432277995340e-01 -1.553869116462738564e-01 3.572479105789689857e-01
5.505000000000000000e+02 2.648866592244266940e+03 1.625634931753851653e+00 -1.630925962116792860e+00 5.014651573161736486e+00 -7.472962266350241523e-01 9.314765428516460943e+00 1.164286628391554695e-01 -4.743076888686635351e-01 -3.648480587276117793e-02
6.005000000000000000e+02 2.157476276619946475e+03 2.699947096370712529e+01 -1.426399980983659610e+00 2.512078909734308141e+01 8.164212773388687117e-01 1.981096106190253892e+01 2.716707551340736271e-01 -2.996377655573986831e-01 2.451094434131839972e-01
6.505000000000000000e+02 1.765221607004404859e+03 -1.556517283034629173e+01 -3.110307133278026881e-01 -1.624634764855703395e+01 7.176396105880919585e+00 3.281787061193657706e+01 7.949226033837131222e-03 4.227502913246973804e-01 2.409266438404000787e-01
7.005000000000000000e+02 1.861120565808143283e+03 -9.515328492831297069e+01 -1.413546238810688749e+00 -9.877694010645787159e+01 -1.720672578843457146e+00 3.632219710599294871e+01 1.192741330692062701e-01 -2.689665652001821949e-01 -2.835701613199315685e-01
7.505000000000000000e+02 2.197158933818896458e+03 -1.298536853590005080e+02 -2.795521216977316481e+00 -1.326334804849675777e+02 -2.569974510976352988e+00 2.819661402720819865e+01 -1.910095462410285327e-01 7.965150845848295580e-02 6.475957476113197719e-01
8.005000000000000000e+02 2.546282341198513677e+03 -8.726249527487657076e+01 -3.001240529547844371e+00 -9.779827506391019654e+01 -3.313465500197430913e+00 1.607550862844364303e+01 6.280250273020686613e-01 -1.827371200231242832e-01 4.188548973773909001e-01
8.505000000000000000e+02 2.372603897204845907e+03 2.142405923327202810e+00 -2.695795210370818040e+00 7.023310804558533071e+00 -8.811219096536101247e+00 1.352538471501654094e+01 -3.809324577199737494e-01 2.546311588951967742e-01 -6.919888375960562277e-01
9.005000000000000000e+02 1.893757963466526917e+03 6.199513011237937121e+01 -3.029751576512227818e+00 6.351768838062755407e+01 -2.167215140311185895e+00 2.316533588350232620e+01 -4.112789617988985014e-01 2.526701503412398520e-02 4.797052550560202966e-01
