# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
6.350000000000000000e+01 9.681429412704388824e+02 -1.386385387127516999e+01 -3.894519218109613945e+01 -1.386385387127516999e+01 -3.894519218109613945e+01 1.799937741591553619e+00 1.412966225376135032e+00 1.412966225376135032e+00 -4.760177168983714124e-01
1.505000000000000000e+02 3.714838783331249488e+03 -1.770419207908192050e+01 1.045156316501078919e+01 -1.770419207908192050e+01 1.045156316501078919e+01 6.532171832205992956e-01 3.194244551444179459e-02 3.194244551444179459e-02 8.570376474342062956e-01
2.005000000000000000e+02 6.619865404504768776e+03 -1.414594336662706198e+01 5.506034706102316711e+00 -1.414594336662706198e+01 5.506034706102316711e+00 6.665732380726450967e-02 3.320936272595387262e-01 3.320936272595387262e-01 6.038602499676698487e-01
2.505000000000000000e+02 5.068562676036821358e+03 7.073061930392364616e+01 -5.971672481718207415e+00 7.073061930392364616e+01 -5.971672481718207415e+00 2.286512527966144237e+00 -5.416295976144029634e-02 -5.416295976144029634e-02 -1.546442214032535956e-01
3.005000000000000000e+02 4.253255850708873368e+03 1.202703653263811532e+02 2.379007085898579454e+00 1.202703653263811532e+02 2.379007085898579454e+00 9.441370329477697609e+00 2.106240571001782858e-02 2.106240571001782858e-02 -4.079125087930097204e-01
3.505000000000000000e+02 2.507302870995955800e+03 8.040094017595117748e+01 4.400880008673291321e+00 8.040094017595117748e+01 4.400880008673291321e+00 1.778260574392842130e+01 4.102509332892648741e-01 4.102509332892648741e-01 2.393502699391997501e-01
4.005000000000000000e+02 1.865186282255311198e+03 7.976347004798079787e+00 8.292334680258164781e+00 7.976347004798079787e+00 8.292334680258164781e+00 2.049072964723378831e+01 2.386574478296707158e-01 2.386574478296707158e-01 1.532712848979304526e-05
4.505000000000000000e+02 1.997360642526017955e+03 -6.848381998075221588e+01 -9.154172678703980104e-01 -6.848381998075221588e+01 -9.154172678703980104e-01 1.660425631405249192e+01 -2.683520517316796417e-01 -2.683520517316796417e-01 -5.626243504152806940e-01
5.005000000000000000e+02 2.287569139556757818e+03 -5.059518296272368332e+01 4.663748117848427022e+00 -5.059518296272368332e+01 4.663748117848427022e+00 7.514198460459494022e+00 3.727741391134328786e-01 3.727741391134328786e-01 -8.215406504926091591e-01
5.505000000000000000e+02 2.606879905895541015e+03 3.431566796728299007e+00 -3.707259264083195838e+00 3.431566796728299007e+00 -3.707259264083195838e+00 8.818581571620223158e+00 -1.897017491835990555e-01 -1.897017491835990555e-01 -6.516971041649484153e-01
