# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
6.350000000000000000e+01 1.709224184996560098e+03 -2.049391673050926954e+01 -2.309195773717990008e+01 -2.264206696742003189e+01 -7.465544199860876695e+00 6.474847725545849197e-01 -1.653273690606958321e-02 3.656323532235093432e-01 -2.492356435830224426e-01
1.505000000000000000e+02 3.599389963358725709e+03 -3.963653064325502129e+01 5.800243416776961425e+00 -4.111362255293533252e+01 -4.640695430295508572e+00 1.680446216037908336e+00 -7.979665541175213761e-01 -2.281086311259011012e-01 4.322551317879091415e-01
2.005000000000000000e+02 5.760110647618731491e+03 -6.453246426442219352e+00 -1.065030759406775296e+01 -1.045257003821712338e+01 -1.803187524526994601e+00 8.931224496631399168e-01 1.569485299630094810e-01 -2.504311354365871822e-01 2.385998723326329118e-01
2.505000000000000000e+02 5.287232499154662946e+03 6.094022143386819579e+01 -4.141245573756941467e-01 5.841622078736639878e+01 -5.931492306202103215e+00 2.648147121506266632e+00 -2.414360681142457832e-01 -1.998748532381034171e-01 1.522918985766796574e-01
3.005000000000000000e+02 4.042935473872668808e+03 1.201538727849245589e+02 -3.217872323404189938e+00 1.138197383894328141e+02 2.766054427658852344e+00 9.257181528068739951e+00 3.415504527925998235e-01 -2.344773322039120644e-01 -1.397683356347386441e-01
3.505000000000000000e+02 2.449631819757426911e+03 8.095084389868434016e+01 9.996613032488212980e-01 9.371194799693830646e+01 -2.303100148694385840e-01 1.736271052479706967e+01 1.583833173973134556e-01 -1.439092580367299368e-01 1.439762569751611432e-01
4.005000000000000000e+02 1.839776865960315945e+03 -1.460665834588878331e+00 1.171315305280740127e+00 7.027351680783414656e-01 1.379083435351214248e+00 2.103334929987955348e+01 3.745837099335729281e-01 2.491224019317447025e-01 -2.480114169434919358e-01
4.505000000000000000e+02 2.008649759235998999e+03 -6.436091402184737831e+01 1.865784163946151653e+00 -5.412217631376915961e+01 4.105150687184516478e+00 1.588801204291262970e+01 1.837726622292285283e-01 -9.838270533148270325e-02 1.416188617360231994e-01
5.005000000000000000e+02 2.375015960404577072e+03 -5.307211044453751470e+01 -1.011235361594611915e+00 -5.340710873444277240e+01 -6.009295765236071674e+00 7.906365838395843504e+00 7.639149105912801385e-02 9.102988286270735641e-02 -4.055099435106010453e-02
5.505000000000000000e+02 2.594000183429759545e+03 4.384594426512723686e+00 2.520691110600518647e-01 -3.638083934453529178e+00 -1.394231675025974226e+00 8.821738161440636716e+00 4.129049475482834269e-02 -3.737311122193129331e-01 -1.239738804368597097e-01
6.005000000000000000e+02 2.142314519306202328e+03 2.657786923562311188e+01 -3.159131360898787211e+00 2.923492657169638065e+01 -2.336972441006942791e+00 1.971524056027786997e+01 5.403704468966496338e-02 -1.351385223772370026e-01 1.304259756708098239e-01
6.505000000000000000e+02 1.843502784507538991e+03 -1.696316304243226725e+01 9.934770203599875282e-01 -1.211039126493310114e+01 -1.854037436911163406e+00 3.232344402918115378e+01 1.379547069265906478e-01 -5.867960069942174117e-01 5.501822095631805354e-01
7.005000000000000000e+02 1.839593584310664482e+03 -9.874223393682895278e+01 -1.175803175324805272e+00 -9.774285162089039147e+01 -4.105084756969212267e-01 3.727613902177595406e+01 -3.089442980394701554e-01 1.649541839097654339e-01 -2.936798083746104404e-01
