# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
6.350000000000000000e+01 1.727287946323598590e+03 -3.381250585613738480e+01 -6.190450765977144165e+00 -3.476441974543073599e+01 1.413366069975833206e+01 5.190643035204806077e-01 1.873000589628516510e-02 -4.053048523759842925e-01 1.497843794062257150e-01
1.505000000000000000e+02 4.143840836795340692e+03 -4.195783497077607649e+01 -2.167346151243735264e+01 -5.054168370545664857e+01 4.494675708294911587e+00 9.993055778561918956e-01 -9.729790334266931462e-02 2.243745827991749653e-01 -1.322521748831706756e-01
2.005000000000000000e+02 5.766366666843758139e+03 -1.997214384973807455e+01 -2.950040174740684140e+00 -1.787284819519174661e+01 9.872157042273425054e-01 9.032585612625187999e-01 2.458946591571914697e-01 -4.150190306523208333e-02 -2.743844242802699895e-01
2.505000000000000000e+02 5.340502468656867677e+03 6.550599576365101484e+01 8.016681647016998369e+00 5.667569054412484775e+01 -9.063772671884157361e+00 2.468420957129261684e+00 -7.846060410923096085e-02 -1.594007996444949671e-01 -2.353910927656657215e-01
3.005000000000000000e+02 4.021397164177913055e+03 1.192442221704727245e+02 -4.662398131530500756e+00 1.162206962990665176e+02 2.325732721118420887e+00 9.022098244654770838e+00 -2.945860391299011671e-01 1.056234785665429859e-01 6.688404857414124993e-02
3.505000000000000000e+02 2.547986619382474146e+03 8.770923553160206154e+01 8.285411680003791801e+00 8.210433042801510339e+01 -2.135927420424765355e+00 1.762366574749315973e+01 1.981707154611684826e-02 2.634259007875732195e-01 2.954507737447816251e-01
4.005000000000000000e+02 1.826507918055007394e+03 -1.454387861720885411e+00 -1.122495851944278034e+00 1.893611054226630008e+00 -1.474388693444542708e+00 2.123710702699685982e+01 3.749430226657908816e-01 2.179850031613514427e-02 1.129368288634408080e-01
4.505000000000000000e+02 1.929232884522800077e+03 -6.272419816828551831e+01 2.707357224189639311e-01 -5.582068518103334753e+01 -2.416936109800710497e+00 1.679365980471227715e+01 -5.608322744828259099e-01 -5.044580761365355381e-02 -8.259647742594411479e-02
5.005000000000000000e+02 2.372042008355578673e+03 -5.808305122956952005e+01 6.478297603968762308e-01 -5.593449814328111103e+01 1.060784999377260673e+00 8.198673510115737528e+00 -3.802828206888957813e-02 -3.656680206716722559e-04 3.914073634133119484e-01
5.505000000000000000e+02 2.556326394477447138e+03 5.644405044729864152e+00 3.121053554411657327e+00 -3.801162948556496612e+00 -3.029248142814450762e-01 8.871842842719695810e+00 -2.019461917741473822e-01 1.792797307269974050e-01 -5.333550283931151048e-01
6.005000000000000000e+02 2.177491213274382517e+03 3.000814610928317094e+01 -3.900667553610461358e+00 2.764114099484904941e+01 -1.991328581147884025e+00 1.980614693489533451e+01 5.313872488982024356e-02 6.109248704990858370e-01 9.815113654618912165e-02
6.505000000000000000e+02 1.822521039593247224e+03 -1.147910467993812667e+01 2.769719831732109672e+00 -1.838345578063057317e+01 -7.195713093936758620e-01 3.319466450459552931e+01 5.195374924439365438e-01 -2.940281308904248991e-01 -4.082677413549387624e-01
7.005000000000000000e+02 1.863522223253176662e+03 -9.959005326477868891e+01 1.604181250786406165e+00 -9.432154737722210314e+01 2.888026839419013836e+00 3.644602036406912760e+01 -1.710599866738844177e-01 9.318327367855405718e-02 5.453742044693473678e-01
7.505000000000000000e+02 2.217906314942457811e+03 -1.302818874487528262e+02 -1.658562983188033302e+00 -1.327682720253695834e+02 6.064239089089685786e-01 2.793746205442595354e+01 -4.184471864219105330e-01 -1.434255300528674004e-01 1.700396645490040159e-01
8.005000000000000000e+02 2.520044255363340653e+03 -9.281747938914124063e+01 -4.856787604226189714e+00 -8.613873390100961558e+01 4.637156566654204504e+00 1.605899533207730201e+01 -2.808674754975956644e-01 -1.819242443460187750e-02 -1.888741319029766386e-01
8.505000000000000000e+02 2.396172501263170943e+03 3.109874924085717307e+00 -3.027766829564058071e+00 -8.371293141946519745e-01 8.137837517250163799e-01 1.445031136015793294e+01 -2.383956465830502636e-01 -2.575067447212756599e-01 -1.460562867534473119e-01
